agency_name,agency_telephone,agency_email,agency_website,trusted_choice_url,street,locality,region,postal_code,founding_date,auto_insurance,home_insurance
Greenberg Rhein & Margolis Inc.,(844) 465-0158,David@grminsurance.com,http://www.grminsurance.com,https://www.trustedchoice.com/agency-profile/354980/greenberg-rhein-margolis-inc/,1768 Litchfield Tpke,Woodbridge,CT,06525-2368,1946,0,0
Moore & Alvord Insurance Agency Inc.,(860) 379-7535,,,https://www.trustedchoice.com/agency-profile/103582/moore-alvord-insurance-agency-inc/,690 Main St,Winsted,CT,06098-1415,,0,0
"Jewell Professional Insurance, LLC",(860) 232-5800,,http://www.jewellpro.com,https://www.trustedchoice.com/agency-profile/911391/jewell-professional-insurance-llc/,13A Pasco Dr,East Windsor,CT,06088-1700,2010,0,0
"Ahrens Fuller St. John & Vincent, Inc.",(860) 668-3960,,http://www.afsvinsurance.com,https://www.trustedchoice.com/agency-profile/103565/ahrens-fuller-st-john-vincent-inc/,1699 King St Ste 209,Enfield,CT,06082-6052,,1,1
Halpert Insurance & Financial Services,(860) 640-4805,jason@halpertinsurance.com,http://www.halpertinsurance.com,https://www.trustedchoice.com/agency-profile/1316143/halpert-insurance-financial-services/,30 Suffield St,Windsor Locks,CT,06096-1320,,1,1
"A & G Insurance, LLC",(844) 508-0014,carcher@aginsuranceinc.com,http://aginsuranceinc.com,https://www.trustedchoice.com/agency-profile/925156/a-g-insurance-llc/,3 Concorde Way Ste. 102,Windsor Locks,CT,06096,2010,1,1
"Bolton Insurance, LLC",(860) 298-1011,axbolton@gmail.com,,https://www.trustedchoice.com/agency-profile/1392861/bolton-insurance-llc/,90 Mary Catherine Cir,Windsor,CT,06095-1793,,0,0
Rabbett Insurance Agency,(860) 688-1303,,http://www.rabbett-insurance.com,https://www.trustedchoice.com/agency-profile/220169/rabbett-insurance-agency/,233 Addison Rd,Windsor,CT,06095-2332,,0,0
Tooher-Ferraris Insurance Group,(844) 446-0811,eferraris@toofer.com,http://www.toofer.com,https://www.trustedchoice.com/agency-profile/104174/tooher-ferraris-insurance-group/,43 Danbury Rd,Wilton,CT,06897,1932,0,0
"K. L. Smith Agency, LLC",(860) 423-9294,tsmith@klsmithagency.com,http://www.klsmithagency.com,https://www.trustedchoice.com/agency-profile/103752/k-l-smith-agency-llc/,1486 W Main St,Willimantic,CT,06226,,1,0
"NFP Property & Casualty Services, Inc.",(866) 412-8701,,http://www.nfp.com,https://www.trustedchoice.com/agency-profile/833050/nfp-property-casualty-services-inc/,386 Main St,Middletown,CT,06457-3360,,0,0
"Montagno Insurance Agency, Inc.",(203) 574-5211,,http://www.montagnoins.com,https://www.trustedchoice.com/agency-profile/104021/montagno-insurance-agency-inc/,344 Robbins St,Waterbury,CT,06708-2750,,0,0
Arthur Carroll Insurance Agency,(860) 283-6540,,,https://www.trustedchoice.com/agency-profile/1067672/arthur-carroll-insurance-agency/,81 Marine Street,Thomaston,CT,06787,,0,0
The Jarrett Agency,(860) 745-4222,,,https://www.trustedchoice.com/agency-profile/1419495/the-jarrett-agency/,657 Enfield St,Enfield,CT,06082-2902,,0,0
The Jarrett Agency,(860) 745-4222,,,https://www.trustedchoice.com/agency-profile/1401180/the-jarrett-agency/,657 Enfield St,Enfield,CT,06082-2902,,0,0
"Associated Agencies of Enfield, Inc.",(860) 745-4222,,,https://www.trustedchoice.com/agency-profile/1401181/associated-agencies-of-enfield-inc/,657 Enfield St,Enfield,CT,06082-2902,,0,0
"Koverage Insurance Group, LLC",(860) 745-4222,,http://www.jarrettagency.com,https://www.trustedchoice.com/agency-profile/1289530/koverage-insurance-group-llc/,657 Enfield St,Enfield,CT,06082-2902,,1,1
"Koverage Group, LLC DBA Sloan & Rak Insurance Group dba Dilorenzo Insurance LLC",(860) 613-5650,,,https://www.trustedchoice.com/agency-profile/1408039/koverage-group-llc-dba-sloan-rak-insurance-group-dba-dilorenzo-insurance-llc/,170 Mountain Rd,Suffield,CT,06078-2002,,0,0
Scott Inc.,(203) 375-5847,,,https://www.trustedchoice.com/agency-profile/103932/scott-inc/,3151 Main St,Stratford,CT,06614-4815,,0,0
Scott Insurance,(203) 375-5847,,,https://www.trustedchoice.com/agency-profile/1407853/scott-insurance/,3151 Main St,Stratford,CT,06614-4854,,0,0
The Barnum Insurance Agency,(203) 375-3834,,http://Insureyouryacht.com,https://www.trustedchoice.com/agency-profile/247802/the-barnum-insurance-agency/,3151 Main St,Stratford,CT,06614-4815,,0,0
"Aspire Insurance Inc., dba Brooks, Todd & McNeil",(844) 607-7385,bdaly@brookstoddmcneil.com,http://www.brookstoddmcneil.com/,https://www.trustedchoice.com/agency-profile/104040/aspire-insurance-inc-dba-brooks-todd-mcneil/,69 Water St,Torrington,CT,06790-5321,1839,1,0
LJM Insurance Agency LLC dba Wilcox & Reynolds Insurance,(860) 429-9387,cgergler@wilcox-reynolds.com,http://www.wilcox-reynolds.com,https://www.trustedchoice.com/agency-profile/103773/ljm-insurance-agency-llc-dba-wilcox-reynolds-insurance/,922 Stafford Rd,Storrs,CT,06268,1942,1,1
"DKE Risk Solutions, LLC",(203) 539-6209,,,https://www.trustedchoice.com/agency-profile/750307/dke-risk-solutions-llc/,2777 Summer St Ste 704,Stamford,CT,06905-4310,,0,0
"Sklover Benefits Group, Inc",(203) 653-2454,,http://www.sklover.com,https://www.trustedchoice.com/agency-profile/707427/sklover-benefits-group-inc/,925 Long Ridge Rd Ste 3,Stamford,CT,06902-1104,,0,0
The SIG Insurance Agencies,(833) 276-2439,brogers@findsig.com,https://www.findsig.com/,https://www.trustedchoice.com/agency-profile/1340593/the-sig-insurance-agencies/,509 Glenbrook Rd,Stamford,CT,06906-1825,1992,1,1
"Paradiso Financial and Insurance Services, LLC",(186) 068-4527,,,https://www.trustedchoice.com/agency-profile/728383/paradiso-financial-and-insurance-services-llc/,8 East Main St,Stafford Springs,CT,06076,,0,0
"Mullen & Mahon, Inc.",(860) 684-4236,,http://www.mullenandmahon.com,https://www.trustedchoice.com/agency-profile/103563/mullen-mahon-inc/,72I W Stafford Rd,Stafford Springs,CT,06076-1067,,0,0
The Litchfield Insurance Group,(860) 618-1100,,http://www.litchfieldins.com,https://www.trustedchoice.com/agency-profile/1400785/the-litchfield-insurance-group/,PO Box 1127,Torrington,CT,06790-1127,,0,0
Assured Partners Northeast LLC,(203) 272-2701,,http://www.foundersgrp.com,https://www.trustedchoice.com/agency-profile/408095/assured-partners-northeast-llc/,1300 Winsted Rd,Torrington,CT,06790-2940,,1,0
"AssuredPartners Northeast, LLC",(860) 482-3506,,http://www.foundersgrp.com,https://www.trustedchoice.com/agency-profile/104042/assuredpartners-northeast-llc/,1300 Winsted Rd,Torrington,CT,06790-2940,,1,0
American Financial Solutions LLC,(203) 591-1179,art@afsins.com,,https://www.trustedchoice.com/agency-profile/354930/american-financial-solutions-llc/,48 Meriden Rd,Waterbury,CT,06705-1932,2000,0,0
CDR Insurance Group Inc,(844) 699-7253,rrice@cdrinsurance.com,http://www.cdrinsurance.com,https://www.trustedchoice.com/agency-profile/154752/cdr-insurance-group-inc/,211 Schraffts Dr Ste 7,Waterbury,CT,06705-3247,,0,0
Ericson Insurance Advisors,(203) 405-2488,,http://www.ericsoninsurance.com,https://www.trustedchoice.com/agency-profile/1188987/ericson-insurance-advisors/,92 Bee Brook Road,Washington Depot,CT,06794,,0,0
Ericson Insurance Services,(844) 573-1048,shouldin@ericsoninsurance.com,http://www.ericsoninsurance.com,https://www.trustedchoice.com/agency-profile/104046/ericson-insurance-services/,10 Titus Rd Ste 5A,Washington Depot,CT,06794-1515,1936,0,0
Connecticut Healthcare Insurance Services Inc.,(203) 678-0110,,,https://www.trustedchoice.com/agency-profile/1338317/connecticut-healthcare-insurance-services-inc/,47 Barnes Industrial Rd S,Wallingford,CT,06492-2431,,0,0
Sheldon-Hutchinson Ins. Inc.,(203) 265-3543,,,https://www.trustedchoice.com/agency-profile/771332/sheldon-hutchinson-ins-inc/,130 N Main St Ste 2,Wallingford,CT,06492-3737,,0,0
"Sinclair Risk & Financial Services, LLC.",(203) 346-6684,,,https://www.trustedchoice.com/agency-profile/209926/sinclair-risk-financial-services-llc/,35 Thorpe Ave Ste 200,Wallingford,CT,06492-1943,,0,0
Workers' Compensation Trust - See 114299 - Connecticut Healthcare Ins Services,(203) 678-0110,,,https://www.trustedchoice.com/agency-profile/1403445/workers-compensation-trust-see-114299-connecticut-healthcare-ins-services/,47 Barnes Industrial Rd S,Wallingford,CT,06492-2431,,0,0
Ferguson & McGuire,(203) 269-9565,,,https://www.trustedchoice.com/agency-profile/1382949/ferguson-mcguire/,6 N Main St Ste 203,Wallingford,CT,06492-3741,,0,0
Ferguson & McGuire,(203) 265-5681,,http://www.fergusonmcguire.com,https://www.trustedchoice.com/agency-profile/103923/ferguson-mcguire/,373 Center St,Wallingford,CT,06492-4204,,0,0
"TFG Insurance, LLC",(203) 745-0359,bernie@granite-insg.com,http://www.granite-insg.com,https://www.trustedchoice.com/agency-profile/925915/tfg-insurance-llc/,3 Munson Dr Unit 5,Wallingford,CT,06492,2010,1,0
Max Sadlak Agency,(860) 875-2259,,,https://www.trustedchoice.com/agency-profile/1407851/max-sadlak-agency/,160 W Main St,Vernon,CT,06066-3503,,0,0
Sadlak Insurance LLC,(860) 875-2259,maxsadlak@stsworld.net,,https://www.trustedchoice.com/agency-profile/103536/sadlak-insurance-llc/,160 W Main St,Vernon,CT,06066-3503,,0,0
"Dowding Moriarty & Dimock, Inc",(860) 875-2523,jsakal@dmdinsurance.com,,https://www.trustedchoice.com/agency-profile/103534/dowding-moriarty-dimock-inc/,139 Union St,Vernon Rockville,CT,06066,,0,0
The Strickland Agency,(860) 887-5551,,,https://www.trustedchoice.com/agency-profile/294055/the-strickland-agency/,67 Sandy Desert Rd,Uncasville,CT,06382-1111,,0,0
"Shoff Darby Companies, Inc",(203) 445-2100,,,https://www.trustedchoice.com/agency-profile/1391241/shoff-darby-companies-inc/,100 Technology Dr Ste 200,Trumbull,CT,06611-6303,,0,0
The Wright Co Ins,(203) 268-8675,,http://www.wright-insurance.com,https://www.trustedchoice.com/agency-profile/104006/the-wright-co-ins/,105 Technology Dr Unit 2D,Trumbull,CT,06611-6349,,0,0
"Rice, Davis, Daley, & Krenz, Inc.",(844) 630-0123,dkrenz@rddk.com,http://www.rddk.com,https://www.trustedchoice.com/agency-profile/103909/rice-davis-daley-krenz-inc/,50 Washington St,Middletown,CT,06457-2843,1879,0,0
"Cross Insurance, Inc Connecticut",(203) 259-7580,,http://www.acbi-ins.com,https://www.trustedchoice.com/agency-profile/357960/cross-insurance-inc-connecticut/,"2 Corporate Drive, Suite 335",Shelton,CT,06484,,1,1
USI Insurance Services,(203) 634-2987,,,https://www.trustedchoice.com/agency-profile/1102584/usi-insurance-services/,530 Preston Ave,Meriden,CT,06450-4893,,0,0
"Gerhardt Insurance Agency, Inc.",(860) 537-4661,,,https://www.trustedchoice.com/agency-profile/103829/gerhardt-insurance-agency-inc/,176 Norwich Ave,Colchester,CT,06415-1271,,0,0
"Koverage Insurance Group, LLC",(860) 745-4222,,,https://www.trustedchoice.com/agency-profile/1419502/koverage-insurance-group-llc/,16 W Main St,Clinton,CT,06413-2057,,0,0
Smith Brothers Insurance LLC,(860) 526-9587,,http://www.smithbrothersusa.com,https://www.trustedchoice.com/agency-profile/1374351/smith-brothers-insurance-llc/,2 N Main St,Chester,CT,06412-1240,,0,0
Archambault Insurance an Affiliate of Smith Brothers Insurance,(860) 526-9587,,http://www.smithbrothersusa.com,https://www.trustedchoice.com/agency-profile/103826/archambault-insurance-an-affiliate-of-smith-brothers-insurance/,2 N Main St,Chester,CT,06412-1240,,0,0
HUB International New England LLC,(203) 729-5261,lsanangelo@ioninsurance.com,http://www.ioninsurance.com,https://www.trustedchoice.com/agency-profile/104026/hub-international-new-england-llc/,1520 Highland Ave Ste 203,Cheshire,CT,06410-1228,,0,0
"Bristol Insurance Agency, Inc.",,,,https://www.trustedchoice.com/agency-profile/103821/bristol-insurance-agency-inc/,195 S Main St Ste 1,Cheshire,CT,06410-3192,,0,0
"Koverage Insurance Group, LLC",(860) 745-4222,,,https://www.trustedchoice.com/agency-profile/1419500/koverage-insurance-group-llc/,195 S Main St,Cheshire,CT,06410-3171,,0,0
"Housing Insurance Services, Inc.",(203) 272-8220,,http://www.housingcenter.com,https://www.trustedchoice.com/agency-profile/822911/housing-insurance-services-inc/,189 Commerce Ct,Cheshire,CT,06410-1253,,0,0
HAI Group (Housing Authority Ins Grp),(203) 272-8220,,,https://www.trustedchoice.com/agency-profile/1407886/hai-group-housing-authority-ins-grp/,189 Commerce Ct,Cheshire,CT,06410-1253,,0,0
The SIG Insurance Agencies,(833) 276-1534,brogers@findsig.com,https://www.findsig.com/,https://www.trustedchoice.com/agency-profile/1340601/the-sig-insurance-agencies/,219 S Main St,Cheshire,CT,06410-6300,1992,1,1
"Johnson-Stevens-Curran Agency, Inc.",(844) 583-6814,jen@jscurran.com,http://www.jscurran.com,https://www.trustedchoice.com/agency-profile/104056/johnson-stevens-curran-agency-inc/,30 Main St Ste 302,Danbury,CT,06810-3005,2000,0,0
Ferguson & McGuire Inc,,,http://www.fergusonmcguire.com,https://www.trustedchoice.com/agency-profile/737249/ferguson-mcguire-inc/,360 Main St,Durham,CT,06422-1644,,0,0
"Byrnes Agency, Inc.",(844) 515-1784,jbyrnes@byrnesagency.com,https://www.byrnesagency.com/,https://www.trustedchoice.com/agency-profile/103834/byrnes-agency-inc/,394 Lake Rd,Dayville,CT,06241-1511,1932,1,1
"Cross Insurance, Inc Connecticut",(203) 655-6974,,http://www.daigletravers.com,https://www.trustedchoice.com/agency-profile/268581/cross-insurance-inc-connecticut/,22 Thorndal Cir Ste 2,Darien,CT,06820-5438,,1,0
"Cross Insurance, Inc Connecticut",(203) 655-7677,,,https://www.trustedchoice.com/agency-profile/1415632/cross-insurance-inc-connecticut/,980 Post Rd,Darien,CT,06820-4509,,0,0
"Cross Insurance, Inc Connecticut",,,,https://www.trustedchoice.com/agency-profile/1400884/cross-insurance-inc-connecticut/,30 Old Kings Hwy S,Darien,CT,06820-4551,,0,0
Lawley DFM Insurance Inc.,(203) 656-0332,,http://www.dfminsurance.net,https://www.trustedchoice.com/agency-profile/104101/lawley-dfm-insurance-inc/,22 Thorndal Cir Ste 8,Darien,CT,06820-5438,,0,0
Darian Insurance-Lawley,(203) 656-0332,,,https://www.trustedchoice.com/agency-profile/1127296/darian-insurance-lawley/,22 Thorndal Cir Ste 3,Darien,CT,06820-5438,,0,0
The SIG Insurance Agencies,(833) 276-0608,brogers@findsig.com,https://www.findsig.com/,https://www.trustedchoice.com/agency-profile/1387746/the-sig-insurance-agencies/,144 S Main St,Brooklyn,CT,06234-3808,1992,1,1
Archambault Insurance Associates,(860) 779-5030,,,https://www.trustedchoice.com/agency-profile/1350918/archambault-insurance-associates/,765 N Main St Unit C,Danielson,CT,06239-1630,,0,0
"A. T. Patella & Associates, Inc.",(203) 791-2538,,,https://www.trustedchoice.com/agency-profile/104082/a-t-patella-associates-inc/,69 North St,Danbury,CT,06810-5610,,0,0
"M J Comas Company, Inc",(203) 204-1400,,,https://www.trustedchoice.com/agency-profile/1353695/m-j-comas-company-inc/,107 Mill Plain Rd Ste 301,Danbury,CT,06811,,0,0
"Johnson-Stevens-Curran Agency, Inc.",(203) 743-2844,,http://www.jscurran.com,https://www.trustedchoice.com/agency-profile/1341906/johnson-stevens-curran-agency-inc/,30 Main St Ste 302,Danbury,CT,06810-3038,,0,0
"Frank W. Molinaro Agency, Inc.",(203) 748-3563,,http://www.molinaro-insurance.com,https://www.trustedchoice.com/agency-profile/104059/frank-w-molinaro-agency-inc/,57 North St Ste 119,Danbury,CT,06810-5626,,0,0
Northern Fairfield Insurance,(203) 791-2897,nfijim@yahoo.com,http://www.northernfairfieldinsurance.com,https://www.trustedchoice.com/agency-profile/917284/northern-fairfield-insurance/,6 Mill Plain Rd,Danbury,CT,06811-5141,1987,0,0
"The Siegel Agency, Inc.",(203) 744-5410,,,https://www.trustedchoice.com/agency-profile/104065/the-siegel-agency-inc/,54 Main St Ste 4,Danbury,CT,06810-3009,,0,0
"Raynard & Peirce, Inc. (Canaan)",(860) 824-0711,,http://www.raynardpeirce.com,https://www.trustedchoice.com/agency-profile/103464/raynard-peirce-inc-canaan/,96 Main St.,Canaan,CT,06018,,1,0
"Harris Adelberg & Strauss Insurance Agency, Inc.",(860) 521-8870,,,https://www.trustedchoice.com/agency-profile/103619/harris-adelberg-strauss-insurance-agency-inc/,701 Cottage Grove Rd Bldg F Unit 120,Bloomfield,CT,06002-3080,,0,0
"Underwriters, Inc.",,,,https://www.trustedchoice.com/agency-profile/897690/underwriters-inc/,6 Stony Hill Rd,Bethel,CT,06801,,0,0
The McCollam Agency,(203) 748-4233,,http://www.mccollamagency.com,https://www.trustedchoice.com/agency-profile/103920/the-mccollam-agency/,219 Greenwood Ave.,Bethel,CT,06801,,1,0
"Underwriters, Inc. dba The Insurance Center",(844) 597-6440,paul.improta@theinsurancectr.com,http://www.theinsurancectr.com/,https://www.trustedchoice.com/agency-profile/104146/underwriters-inc-dba-the-insurance-center/,6 Stony Hill Rd Ste 210,Bethel,CT,06801-1053,1925,1,1
"Kensington Insurance, Ltd.",(860) 828-6525,,http://www.kensingtoninsurance.com,https://www.trustedchoice.com/agency-profile/103492/kensington-insurance-ltd/,925 Farmington Ave,Kensington,CT,06037-2295,,1,0
Ferguson & McGuire,,,http://www.fergusonmcguire.com,https://www.trustedchoice.com/agency-profile/724537/ferguson-mcguire/,830 Berlin Tpke.,Berlin,CT,06037,,0,0
The SIG Insurance Agencies,(833) 276-2528,brogers@findsig.com,https://www.findsig.com/,https://www.trustedchoice.com/agency-profile/1341003/the-sig-insurance-agencies/,907 Bantam Road,Bantam,CT,06750,,1,1
"Norcom Insurance, LLC",(860) 676-8003,,http://www.norcom-usa.com,https://www.trustedchoice.com/agency-profile/156144/norcom-insurance-llc/,38 Security Dr,Avon,CT,06001-4226,,0,0
"Summit First Insurance, LLC",(860) 392-3939,,http://www.yoursummit.com,https://www.trustedchoice.com/agency-profile/934405/summit-first-insurance-llc/,30 Tower Ln Ste 135,Avon,CT,06001-4231,,0,0
"Koverage Insurance Group, LLC",(860) 745-4222,,,https://www.trustedchoice.com/agency-profile/1419501/koverage-insurance-group-llc/,30 E Main St,Avon,CT,06001-3801,,0,0
"Peter M Bakker Agency, Inc",(860) 676-1957,pmbakker@bakkerinsurance.com,http://www.bakkerinsurance.com,https://www.trustedchoice.com/agency-profile/103435/peter-m-bakker-agency-inc/,302 W Main St Ste 206,Avon,CT,06001-3681,1973,0,0
Ferguson & McGuire,(203) 265-5681,,,https://www.trustedchoice.com/agency-profile/1415525/ferguson-mcguire/,307 Main St,Ansonia,CT,06401-2301,,0,0
"Suzio Insurance Center, Inc.",(203) 237-7403,jims@suzioinsurance.com,http://www.suzioinsurance.com,https://www.trustedchoice.com/agency-profile/103864/suzio-insurance-center-inc/,54 Chamberlain Hwy Ste 1,Meriden,CT,06451-5812,1974,0,1
"Bolton Insurance, LLC",(860) 994-4732,,,https://www.trustedchoice.com/agency-profile/1392867/bolton-insurance-llc/,1027 Blue Hills Ave,Bloomfield,CT,06002-3715,,0,0
V. F. McNeil Insurance,(844) 682-8052,phandy@vfmcneil.com,https://vfmcneil.com/,https://www.trustedchoice.com/agency-profile/103819/v-f-mcneil-insurance/,500 E Main St Ste 200,Branford,CT,06405-2937,1886,1,0
Anderson-Krause Inc.,(203) 488-6386,,http://www.andersonkrause.com,https://www.trustedchoice.com/agency-profile/103814/anderson-krause-inc/,238 E Main St,Branford,CT,06405-3103,1957,1,1
"Owens Insurance Agency, Inc.",(203) 488-1668,,http://www.fergusonmcguire.com,https://www.trustedchoice.com/agency-profile/103817/owens-insurance-agency-inc/,225 Montowese St,Branford,CT,06405-3873,,0,0
